image,velocity,angular_velocity,x,y
camera_image_65.png,0.09999999999999999,-0.2,-3.4528237458869824,-7.3277369823065435
camera_image_66.png,0.09999999999999999,-0.2,-3.431670304504678,-7.344971244825795
camera_image_67.png,0.09999999999999999,-0.2,-3.411190321126862,-7.362990192418725
camera_image_68.png,0.09999999999999999,-0.2,-3.3913917024801523,-7.381743150364396
camera_image_69.png,0.09999999999999999,-0.2,-3.3722787573286754,-7.401174430026622
camera_image_70.png,0.09999999999999999,-0.2,-3.3471045761911493,-7.428907315548308
camera_image_71.png,0.09999999999999999,-0.2,-3.329581696890361,-7.4497546035371744
camera_image_72.png,0.09999999999999999,-0.2,-3.3106318659590137,-7.473833258573025
camera_image_73.png,0.09999999999999999,-0.2,-3.2944499448049394,-7.495748395403572
camera_image_74.png,0.09999999999999999,-0.2,-3.278883879011314,-7.5181014362915795
camera_image_75.png,0.09999999999999999,-0.2,-3.2639219497725054,-7.540854817245828
camera_image_76.png,0.09999999999999999,-0.2,-3.2495530122783074,-7.563973433555964
camera_image_77.png,0.09999999999999999,-0.2,-3.2357683924020724,-7.587425943571928
camera_image_78.png,0.09999999999999999,-0.2,-3.2241554143706215,-7.608263514206001
camera_image_79.png,0.09999999999999999,-0.2,-3.206803581389711,-7.641464081686828
camera_image_80.png,0.09999999999999999,-0.2,-3.193439309755592,-7.669112041376367
camera_image_81.png,0.09999999999999999,-0.2,-3.1836158956689458,-7.690977336111128
camera_image_82.png,0.09999999999999999,-0.2,-3.171553736411917,-7.719974262594028
camera_image_83.png,0.09999999999999999,-0.2,-3.158047207755002,-7.756009763298162
camera_image_84.png,0.09999999999999999,-0.2,-3.149183567398457,-7.782115994639372
camera_image_85.png,0.09999999999999999,-0.2,-3.142070192303947,-7.804893621798204
camera_image_86.png,0.09999999999999999,-0.2,-3.134564350031489,-7.831105441724909
camera_image_87.png,0.09999999999999999,-0.2,-3.1277213447368895,-7.857506563671807
camera_image_88.png,0.09999999999999999,-0.2,-3.121544815872086,-7.884081136754344
camera_image_89.png,0.09999999999999999,-0.2,-3.1166950027306632,-7.907460313989232
camera_image_90.png,0.09999999999999999,-0.2,-3.1117979691481823,-7.934304390076968
camera_image_91.png,0.09999999999999999,-0.05,-3.1053023719365593,-7.978157630508965
camera_image_92.png,0.09999999999999999,0.0,-3.100196881788243,-8.018606343243526
camera_image_93.png,0.09999999999999999,0.0,-3.0976001113548133,-8.038798072926587
camera_image_94.png,0.09999999999999999,0.0,-3.0917316762834743,-8.082523450900524
camera_image_95.png,0.09999999999999999,0.0,-3.0874691338632747,-8.112762203376914
camera_image_96.png,0.09999999999999999,0.0,-3.0835363606873907,-8.139614221910184
camera_image_97.png,0.09999999999999999,0.0,-3.076307035254598,-8.186560476029365
camera_image_98.png,0.09999999999999999,-0.1,-3.0699502193698267,-8.226847803898748
camera_image_99.png,0.09999999999999999,-0.15000000000000002,-3.066649742576239,-8.250443145130673
camera_image_100.png,0.09999999999999999,-0.2,-3.0632494819674316,-8.27752613010941
camera_image_101.png,0.09999999999999999,-0.2,-3.060550459222517,-8.30470616071505
camera_image_102.png,0.09999999999999999,-0.2,-3.0586449893162744,-8.332066463554023
camera_image_103.png,0.09999999999999999,-0.2,-3.057712060820329,-8.356979477830068
camera_image_104.png,0.09999999999999999,-0.2,-3.0576945453701105,-8.389205771227367
camera_image_105.png,0.09999999999999999,-0.2,-3.058697097707815,-8.417188936815958
camera_image_106.png,0.09999999999999999,-0.2,-3.0619066600528613,-8.458140625517537
camera_image_107.png,0.09999999999999999,-0.2,-3.064752962354417,-8.481919556031256
camera_image_108.png,0.09999999999999999,-0.2,-3.0689213799739044,-8.508977483878823
camera_image_109.png,0.09999999999999999,-0.2,-3.074103866596811,-8.5358719419092
camera_image_110.png,0.09999999999999999,-0.2,-3.0803420640214454,-8.562556415244975
camera_image_111.png,0.09999999999999999,-0.2,-3.089762619750973,-8.595619695113585
camera_image_112.png,0.09999999999999999,-0.2,-3.10046969381314,-8.626177058637799
camera_image_113.png,0.09999999999999999,-0.2,-3.111457413669706,-8.652700051623672
camera_image_114.png,0.09999999999999999,-0.2,-3.1216959544794864,-8.674635567995324
camera_image_115.png,0.09999999999999999,-0.2,-3.1376969796667056,-8.704845722443006
camera_image_116.png,0.09999999999999999,-0.2,-3.149950162495139,-8.725402295246946
camera_image_117.png,0.09999999999999999,-0.2,-3.164996161101762,-8.748238164379135
camera_image_118.png,0.09999999999999999,-0.2,-3.1853028836083537,-8.77570698069967
camera_image_119.png,0.09999999999999999,-0.2,-3.2047352113295515,-8.799109623994301
camera_image_120.png,0.09999999999999999,-0.2,-3.2233034363133677,-8.818952516823764
camera_image_121.png,0.09999999999999999,-0.2,-3.242888064055419,-8.837796373135014
camera_image_122.png,0.09999999999999999,-0.2,-3.260968931458897,-8.853398831933815
camera_image_123.png,0.09999999999999999,-0.2,-3.2823125535504643,-8.870388930462058
camera_image_124.png,0.09999999999999999,-0.2,-3.304348379759764,-8.886377193237822
camera_image_125.png,0.09999999999999999,-0.2,-3.326969931812993,-8.901533345870217
camera_image_126.png,0.09999999999999999,-0.2,-3.3530980674257767,-8.91745777840845
camera_image_127.png,0.09999999999999999,-0.2,-3.3828676773860646,-8.9339297405961
camera_image_128.png,0.09999999999999999,-0.2,-3.407166252870939,-8.946013866878207
camera_image_129.png,0.09999999999999999,-0.2,-3.431434942557676,-8.956930953518231
camera_image_130.png,0.09999999999999999,-0.2,-3.4566147658688284,-8.967194500896346
camera_image_131.png,0.09999999999999999,-0.2,-3.4822937750603806,-8.976434765833126
camera_image_132.png,0.09999999999999999,-0.2,-3.5082519457221784,-8.98482573707456
camera_image_133.png,0.09999999999999999,-0.2,-3.534710113584302,-8.992317362323016
camera_image_134.png,0.09999999999999999,-0.2,-3.5650558318321424,-8.999816365286373
camera_image_135.png,0.09999999999999999,-0.2,-3.602779729234532,-9.0075814249144
camera_image_136.png,0.09999999999999999,-0.2,-3.63044264736551,-9.012200712737211
camera_image_137.png,0.09999999999999999,-0.10000000000000002,-3.657525730245231,-9.0159187338798
camera_image_138.png,0.09999999999999999,-0.1,-3.6846231770578766,-9.019032088951041
camera_image_139.png,0.09999999999999999,-0.1,-3.7151469990415644,-9.022089084888266
camera_image_140.png,0.09999999999999999,-0.1,-3.738926896937566,-9.024144422240802
camera_image_141.png,0.09999999999999999,-0.1,-3.766135405838879,-9.026139366113792
camera_image_142.png,0.09999999999999999,0.0,-3.7933314954669357,-9.02778846334491
camera_image_143.png,0.09999999999999999,0.0,-3.820480588235963,-9.029361219616959
camera_image_144.png,0.09999999999999999,0.0,-3.8476158755598275,-9.030969071602156
camera_image_145.png,0.09999999999999999,0.0,-3.867968213828009,-9.032197984436017
camera_image_146.png,0.09999999999999999,0.0,-3.9120718746926615,-9.034934039114622
camera_image_147.png,0.09999999999999999,0.0,-3.9392160816697714,-9.036668643378286
camera_image_148.png,0.09999999999999999,0.0,-3.9663596144197726,-9.038441295386916
camera_image_149.png,0.09999999999999999,0.0,-3.9968902251856706,-9.040482848742455
camera_image_150.png,0.09999999999999999,0.0,-4.024018479230208,-9.042340764846179
camera_image_151.png,0.09999999999999999,0.0,-4.047745628361972,-9.043999387265021
camera_image_152.png,0.09999999999999999,0.0,-4.074859006239727,-9.04593369035322
camera_image_153.png,0.09999999999999999,0.0,-4.105364974293994,-9.048162938316356
camera_image_154.png,0.09999999999999999,0.0,-4.139264784480971,-9.050708693971796
camera_image_155.png,0.09999999999999999,0.0,-4.173162226131367,-9.053325648443126
camera_image_156.png,0.09999999999999999,0.0,-4.203662355412935,-9.055743718413622
camera_image_157.png,0.09999999999999999,0.0,-4.230762036355647,-9.057944618749339
camera_image_158.png,0.09999999999999999,0.0,-4.254464325640507,-9.059909855486447
camera_image_159.png,0.09999999999999999,0.0,-4.281547031988407,-9.062202006004318
camera_image_160.png,0.09999999999999999,0.0,-4.305245308046966,-9.064250942811283
camera_image_161.png,0.09999999999999999,0.0,-4.3357172046281605,-9.066947445094504
camera_image_162.png,0.09999999999999999,0.0,-4.362801854994241,-9.069402334587757
camera_image_163.png,0.09999999999999999,0.0,-4.389880906985105,-9.071912010824628
camera_image_164.png,0.09999999999999999,0.0,-4.427098613145004,-9.075456194308051
camera_image_165.png,0.09999999999999999,0.0,-4.464292002567648,-9.079109475999754
camera_image_166.png,0.09999999999999999,0.0,-4.487951886033227,-9.081492112900603
camera_image_167.png,0.09999999999999999,0.0,-4.51837055756858,-9.084626986637073
camera_image_168.png,0.09999999999999999,0.0,-4.54203010094773,-9.087122841900207
camera_image_169.png,0.09999999999999999,0.0,-4.585959519758525,-9.091890039781896
camera_image_170.png,0.09999999999999999,0.0,-4.6096031007256615,-9.09452970266878
camera_image_171.png,0.09999999999999999,0.0,-4.636612093751955,-9.097611012086245
camera_image_172.png,0.09999999999999999,0.0,-4.6737256158441305,-9.101960552812235
camera_image_173.png,0.09999999999999999,0.0,-4.707448360295394,-9.106031609599057
camera_image_174.png,0.09999999999999999,0.0,-4.741166674435649,-9.110222899533566
camera_image_175.png,0.09999999999999999,0.0,-4.774877807404242,-9.114536524457145
camera_image_176.png,0.09999999999999999,0.0,-4.801833236884432,-9.118075177234669
camera_image_177.png,0.09999999999999999,0.0,-4.832139648726846,-9.12215284773108
camera_image_178.png,0.09999999999999999,0.0,-4.859061417924342,-9.125865105201303
camera_image_179.png,0.09999999999999999,0.0,-4.882604035991483,-9.12918106819035
camera_image_180.png,0.09999999999999999,0.0,-4.909496657355537,-9.133051090458057
camera_image_181.png,0.09999999999999999,0.0,-4.936381578442532,-9.137012263410941
camera_image_182.png,0.09999999999999999,-0.1,-4.959912197646166,-9.140543100924074
camera_image_183.png,0.09999999999999999,-0.1,-4.986924014088288,-9.144370723993694
camera_image_184.png,0.09999999999999999,-0.1,-5.013975731410955,-9.147806473295454
camera_image_185.png,0.09999999999999999,-0.1,-5.041066830368346,-9.150894286483208
camera_image_186.png,0.09999999999999999,-0.2,-5.064823028833508,-9.153292345382333
camera_image_187.png,0.09999999999999999,-0.2,-5.098921111720167,-9.15570522219444
camera_image_188.png,0.09999999999999999,-0.2,-5.126262738187037,-9.156707046239267
camera_image_189.png,0.09999999999999999,-0.2,-5.171682270076597,-9.156368261013364
camera_image_190.png,0.09999999999999999,-0.2,-5.200349648617328,-9.154721851664448
camera_image_191.png,0.09999999999999999,-0.2,-5.228651584564593,-9.15202693859822
camera_image_192.png,0.09999999999999999,-0.2,-5.255858114989264,-9.148472955955455
camera_image_193.png,0.09999999999999999,-0.2,-5.282873443797467,-9.143971069413713
camera_image_194.png,0.09999999999999999,-0.2,-5.306358938680233,-9.13924509302434
camera_image_195.png,0.09999999999999999,-0.2,-5.332997784460999,-9.132921705938632
camera_image_196.png,0.09999999999999999,-0.2,-5.359382693849592,-9.12558879891337
camera_image_197.png,0.09999999999999999,-0.2,-5.3919332969329075,-9.11497188413192
camera_image_198.png,0.09999999999999999,-0.2,-5.420720583654607,-9.104024004415459
camera_image_199.png,0.09999999999999999,-0.2,-5.442922912047734,-9.094459759545805
camera_image_200.png,0.09999999999999999,-0.2,-5.467355253250722,-9.082672084616172
camera_image_201.png,0.09999999999999999,-0.2,-5.499495080664302,-9.064665298952578
camera_image_202.png,0.09999999999999999,-0.2,-5.536154854390481,-9.039793056905074
camera_image_203.png,0.09999999999999999,-0.2,-5.55770316233124,-9.023146794721038
camera_image_204.png,0.09999999999999999,-0.2,-5.575823281592051,-9.007781549638505
camera_image_205.png,0.09999999999999999,-0.2,-5.595787684278228,-8.98948954737114
camera_image_206.png,0.09999999999999999,-0.2,-5.61497022692169,-8.970235479431986
camera_image_207.png,0.09999999999999999,-0.2,-5.633291780750159,-8.95013751454019
camera_image_208.png,0.09999999999999999,-0.2,-5.648610669873008,-8.931919272227699
camera_image_209.png,0.09999999999999999,-0.2,-5.669353783655166,-8.904976785609195
camera_image_210.png,0.09999999999999999,-0.2,-5.684990417990018,-8.882729521339968
camera_image_211.png,0.09999999999999999,-0.2,-5.699596555093184,-8.860378633970482
camera_image_212.png,0.09999999999999999,-0.2,-5.713598779820549,-8.837101450657183
camera_image_213.png,0.09999999999999999,-0.2,-5.726652740331257,-8.813186326955012
camera_image_214.png,0.09999999999999999,-0.2,-5.74204595194624,-8.782626144777716
camera_image_215.png,0.09999999999999999,-0.2,-5.753499710957999,-8.757499972818309
camera_image_216.png,0.09999999999999999,-0.2,-5.762833511544084,-8.735592152827763
camera_image_217.png,0.09999999999999999,-0.2,-5.771726549936087,-8.71347059082957
camera_image_218.png,0.09999999999999999,-0.2,-5.788158538249299,-8.66871607317203
camera_image_219.png,0.09999999999999999,-0.2,-5.796733841145363,-8.642858915177033
camera_image_220.png,0.09999999999999999,-0.2,-5.804717565159047,-8.616798299142356
camera_image_221.png,0.09999999999999999,-0.2,-5.812076931762945,-8.589795114850183
camera_image_222.png,0.09999999999999999,-0.2,-5.818947012626291,-8.558851403694952
camera_image_223.png,0.09999999999999999,-0.2,-5.82467627089037,-8.528672990419707
camera_image_224.png,0.09999999999999999,-0.2,-5.8285174925910495,-8.50509332802013
camera_image_225.png,0.09999999999999999,-0.2,-5.833052364091804,-8.471257516526144
camera_image_226.png,0.09999999999999999,-0.15000000000000002,-5.835855328875899,-8.444081196380887
camera_image_227.png,0.09999999999999999,0.0,-5.837988937466368,-8.41689389539964
camera_image_228.png,0.09999999999999999,0.0,-5.839874942014071,-8.389787304065674
camera_image_229.png,0.09999999999999999,0.0,-5.842062053340146,-8.359320197429438
camera_image_230.png,0.09999999999999999,0.0,-5.84408583125984,-8.332239483746513
camera_image_231.png,0.09999999999999999,0.0,-5.845919117699812,-8.308542502899707
camera_image_232.png,0.09999999999999999,0.0,-5.848364152195942,-8.278081709353469
camera_image_233.png,0.09999999999999999,0.0,-5.850625048977733,-8.251011104581396
camera_image_234.png,0.09999999999999999,0.0,-5.852673883351723,-8.227326225125694
camera_image_235.png,0.09999999999999999,0.0,-5.8550975001155825,-8.20027128271922
camera_image_236.png,0.09999999999999999,0.0,-5.85761133664646,-8.173239934194102
camera_image_237.png,0.09999999999999999,0.0,-5.860553707117768,-8.142847264829234
camera_image_238.png,0.09999999999999999,0.0,-5.863276032985255,-8.115833373275976
camera_image_239.png,0.09999999999999999,-0.1,-5.866100536142202,-8.088828243757147
camera_image_240.png,0.09999999999999999,-0.2,-5.8688387788032506,-8.061726136846556
camera_image_241.png,0.09999999999999999,-0.2,-5.870992644055613,-8.034400817138254
camera_image_242.png,0.09999999999999999,-0.2,-5.87226794919392,-8.00593008747312
camera_image_243.png,0.09999999999999999,-0.2,-5.872417062414094,-7.970140251611766
camera_image_244.png,0.09999999999999999,-0.2,-5.871650058859863,-7.945946699201012
camera_image_245.png,0.09999999999999999,-0.2,-5.869927554005798,-7.9186337652460725
camera_image_246.png,0.09999999999999999,-0.2,-5.867663217836665,-7.894788644762333
camera_image_247.png,0.09999999999999999,-0.2,-5.86315928631079,-7.860850933008741
camera_image_248.png,0.09999999999999999,-0.2,-5.859086642077471,-7.837228156592012
camera_image_249.png,0.09999999999999999,-0.2,-5.853466421134393,-7.810416900028036
camera_image_250.png,0.09999999999999999,-0.2,-5.842019289298218,-7.767392933445488
camera_image_251.png,0.09999999999999999,-0.2,-5.830485033441618,-7.733643611817623
camera_image_252.png,0.09999999999999999,-0.2,-5.81667990091887,-7.700495728921655
camera_image_253.png,0.09999999999999999,-0.2,-5.806151708988316,-7.678503895002207
camera_image_254.png,0.09999999999999999,-0.2,-5.793268761633553,-7.654403228382463
camera_image_255.png,0.09999999999999999,-0.2,-5.779249582033376,-7.6309282566659755
camera_image_256.png,0.09999999999999999,-0.2,-5.7641275577440085,-7.608152355033816
camera_image_257.png,0.09999999999999999,-0.2,-5.743722324195679,-7.580728830032237
camera_image_258.png,0.09999999999999999,-0.2,-5.724014758992992,-7.557113407755732
camera_image_259.png,0.09999999999999999,-0.2,-5.70572429350749,-7.53728774076008
camera_image_260.png,0.09999999999999999,-0.2,-5.69142411661282,-7.523171493449804
camera_image_261.png,0.09999999999999999,-0.2,-5.668686389889958,-7.50272830058546
camera_image_262.png,0.09999999999999999,-0.2,-5.647421307167884,-7.4856222443716325
camera_image_263.png,0.09999999999999999,-0.2,-5.625482554312367,-7.469455901081495
camera_image_264.png,0.09999999999999999,-0.2,-5.597096329529305,-7.450470944534125
camera_image_265.png,0.09999999999999999,-0.2,-5.570891132077049,-7.4346271112794975
camera_image_266.png,0.09999999999999999,-0.2,-5.547099816906299,-7.421400323028295
camera_image_267.png,0.09999999999999999,-0.2,-5.51977261673339,-7.407658123531735
camera_image_268.png,0.09999999999999999,-0.2,-5.485721664101241,-7.392370098833617
camera_image_269.png,0.09999999999999999,-0.2,-5.463596191712272,-7.383617434230562
camera_image_270.png,0.09999999999999999,-0.2,-5.437943021212642,-7.374600716285146
camera_image_271.png,0.09999999999999999,-0.2,-5.411891298187357,-7.3667475146111565
camera_image_272.png,0.09999999999999999,-0.2,-5.382262743057059,-7.358825799196121
camera_image_273.png,0.09999999999999999,-0.2,-5.35904700969678,-7.35352690594287
camera_image_274.png,0.09999999999999999,-0.2,-5.332215167150338,-7.3483029264847675
camera_image_275.png,0.09999999999999999,-0.2,-5.288280230062978,-7.341932970006572
camera_image_276.png,0.09999999999999999,-0.15000000000000002,-5.261064424823724,-7.3393126987243225
camera_image_277.png,0.09999999999999999,0.0,-5.23336234870548,-7.337576124990678
camera_image_278.png,0.09999999999999999,0.0,-5.209450445194522,-7.336323937910511
camera_image_279.png,0.09999999999999999,0.0,-5.175573600742029,-7.33452206901417
camera_image_280.png,0.09999999999999999,0.0,-5.151869165850182,-7.333216416549204
camera_image_281.png,0.09999999999999999,0.0,-5.121392955722673,-7.331491991687996
camera_image_282.png,0.09999999999999999,0.0,-5.0976905051813075,-7.330112543058256
camera_image_283.png,0.09999999999999999,0.0,-5.05367520452544,-7.327456017701068
camera_image_284.png,0.09999999999999999,0.0,-5.026602697491111,-7.3257572393129164
camera_image_285.png,0.09999999999999999,0.0,-4.996158443119083,-7.3237850989598865
camera_image_286.png,0.09999999999999999,0.0,-4.965723175156871,-7.321744260062377
camera_image_287.png,0.09999999999999999,0.0,-4.942057714752337,-7.3201073390568165
camera_image_288.png,0.09999999999999999,0.0,-4.9116354677665,-7.317940920656398
camera_image_289.png,0.09999999999999999,0.0,-4.881214747655471,-7.315700809791352
camera_image_290.png,0.09999999999999999,0.0,-4.857558613879418,-7.313904901591054
camera_image_291.png,0.09999999999999999,0.0,-4.83053502890982,-7.3117935254670385
camera_image_292.png,0.09999999999999999,0.0,-4.796780030130044,-7.309062819177839
camera_image_293.png,0.09999999999999999,0.0,-4.762960381253877,-7.30617855620033
camera_image_294.png,0.09999999999999999,0.0,-4.71894739097568,-7.302243173542431
camera_image_295.png,0.09999999999999999,0.0,-4.6918683336731215,-7.2997008096228555
camera_image_296.png,0.09999999999999999,0.0,-4.668177930305717,-7.297392061282323
camera_image_297.png,0.09999999999999999,0.0,-4.624201216160765,-7.292885635528122
camera_image_298.png,0.09999999999999999,0.0,-4.590402624297007,-7.289219454102934
camera_image_299.png,0.09999999999999999,0.0,-4.560009243764871,-7.285762078469323
camera_image_300.png,0.09999999999999999,0.0,-4.5330085424487105,-7.282557350676785
camera_image_301.png,0.09999999999999999,0.0,-4.506019343573523,-7.279226690918171
camera_image_302.png,0.09999999999999999,0.0,-4.47567063242451,-7.275324828145262
camera_image_303.png,0.09999999999999999,0.0,-4.435232510785908,-7.269852163847381
camera_image_304.png,0.09999999999999999,0.0,-4.404920420683969,-7.26565191806285
camera_image_305.png,0.09999999999999999,0.0,-4.364543418691263,-7.259632992656773
camera_image_306.png,0.09999999999999999,0.0,-4.337785362448396,-7.255536920059605
camera_image_307.png,0.09999999999999999,0.0,-4.311081927161627,-7.251316381425973
camera_image_308.png,0.09999999999999999,0.0,-4.287751266550667,-7.247526139154324
camera_image_309.png,0.09999999999999999,0.0,-4.251098167450061,-7.241377461329238
camera_image_310.png,0.09999999999999999,0.0,-4.2078483042415655,-7.233808925529139
camera_image_311.png,0.09999999999999999,0.0,-4.177972746679457,-7.228368393360623
camera_image_312.png,0.09999999999999999,0.0,-4.154769805359929,-7.224017663117762
camera_image_313.png,0.09999999999999999,0.0,-4.128277370402873,-7.218898976576011
camera_image_314.png,0.09999999999999999,0.0,-4.101597541260737,-7.213553910391174
camera_image_315.png,0.09999999999999999,-0.1,-4.06841985709981,-7.206690325765035
camera_image_316.png,0.09999999999999999,-0.1,-4.0452871534429296,-7.202487167653337
camera_image_317.png,0.09999999999999999,-0.1,-4.008314854810121,-7.196523895115688
camera_image_318.png,0.09999999999999999,-0.15000000000000002,-3.9710227540393843,-7.191434156228043
camera_image_319.png,0.09999999999999999,-0.2,-3.9432563638000993,-7.188211986175496
camera_image_320.png,0.09999999999999999,-0.2,-3.9006597029011716,-7.184956124459475
camera_image_321.png,0.09999999999999999,-0.2,-3.869758531984746,-7.183901863458708
camera_image_322.png,0.09999999999999999,-0.2,-3.842379052066909,-7.183893212403694
camera_image_323.png,0.09999999999999999,-0.2,-3.815019036164175,-7.184743361411046
camera_image_324.png,0.09999999999999999,-0.2,-3.787693404814673,-7.186470262348486
camera_image_325.png,0.09999999999999999,-0.2,-3.753635252711118,-7.189896388955286
camera_image_326.png,0.09999999999999999,-0.2,-3.7231211261388473,-7.1942228571127895
camera_image_327.png,0.09999999999999999,-0.2,-3.689439083789343,-7.200458973083648
camera_image_328.png,0.09999999999999999,-0.2,-3.6625535968154574,-7.206636475566172
camera_image_329.png,0.09999999999999999,-0.2,-3.6360632155377783,-7.213805335119493
camera_image_330.png,0.09999999999999999,-0.2,-3.613282472415722,-7.221021532099124
camera_image_331.png,0.09999999999999999,-0.2,-3.587970875516719,-7.230355851981084
camera_image_332.png,0.09999999999999999,-0.2,-3.5661457200199944,-7.239789739321084
camera_image_333.png,0.09999999999999999,-0.2,-3.5417628528929233,-7.251871229766246
camera_image_334.png,0.09999999999999999,-0.2,-3.5121526136534817,-7.268837172418484
camera_image_335.png,0.09999999999999999,-0.2,-3.4866097242075975,-7.285672791017715
camera_image_336.png,0.09999999999999999,-0.2,-3.4647343188060638,-7.301688739556493
camera_image_337.png,0.09999999999999999,-0.2,-3.4412019301188113,-7.320974395242805
camera_image_338.png,0.09999999999999999,-0.2,-3.4234803401927776,-7.336853033889189
camera_image_339.png,0.09999999999999999,-0.2,-3.3945817495093538,-7.36571340470037
camera_image_340.png,0.09999999999999999,-0.2,-3.3785658653128183,-7.383320094651587
camera_image_341.png,0.09999999999999999,-0.2,-3.3608871693555864,-7.40401345824286
